id,first_name,last_name,job_title,email,account_id,lead_id,created_at
b27329a7-9811-4faf-8da3-ac68e7e86fa7,Courtney,Hernandez,CEO,courtney.hernandez@harrisonplc.com,bc65a456-6f1b-4a17-9b61-dbf58cbe548f,d751015d-d287-4c1c-b7d3-38b35ad9cbb3,2022-01-01T05:52:24Z
dc9603e7-9cfa-4fa7-9f6c-002b10319034,Katherine,Williams,Director of Operations,katherine.williams@huertarichandsullivan.com,334dc4dd-99aa-49ea-acff-95ff7e32113b,9d3776b2-18f6-489a-afad-940852e1834f,2021-08-19T10:20:42Z
04d85326-2660-4ab8-8d20-fb5cf494816c,Alicia,Barker,Owner,alicia.barker@martinezsmall.com,39e3f40e-c712-470a-af45-e32c02735187,638a9ee3-c159-4a85-ae8e-7854bbdb293e,2021-06-03T16:29:19Z
2345f3b6-e3e7-407b-8b49-5fca5b850a6b,Audrey,White,IT Director,audrey.white@olsonltd.com,f6604a7f-eef6-409e-ab1d-6643d4cc150c,e9daa6ea-0c30-48ca-8446-f224e6893588,2022-03-11T08:14:13Z
5d1e1c11-f08f-4d25-bff7-0a6d9c0d315a,Valerie,Poole,Manager,valerie.poole@rodriguezscott.com,2dabb9e5-1b42-4122-a021-8851ded95c4b,32e27110-147b-4f7c-95ee-143849b6c435,2022-02-25T03:28:22Z
c362605c-0284-4da8-91c1-ce1fe788e868,Hannah,Green,CEO,hannah.green@millerpeterson.com,7570af0a-da86-4c36-b6c9-c63b155c12fe,64be8a7e-ce2e-4d2c-8053-fb716e2462eb,2022-01-02T17:50:05Z
f2d39ded-d321-45b5-bb0e-646bdc5e3fdd,Natalie,Snow,IT Director,natalie.snow@orrinc.com,b71d23ce-815b-409e-b4f0-2884feb34eb5,0387289a-83b8-40cd-9721-972e23b57de9,2021-09-06T21:55:00Z
73ec452a-c575-4315-986b-4fabe9e239d1,Daniel,Hicks,Operations Manager,daniel.hicks@fieldswellsanddiaz.com,a497b8f1-fe95-4e5b-a1d6-a95179625c33,08db3ffa-9a6e-428f-b00b-1fb5d685ba6e,2021-09-16T18:21:26Z
5f6b98ff-682e-4c56-b9c2-fe24297f1375,Lucas,Hernandez,Owner,lucas.hernandez@hendersonmooreandwilliams.com,0cde21b8-3073-44fb-bd3e-3fae17d7607c,9c3dbf5b-6c60-4c66-b2a3-e725a3946a30,2021-12-11T05:53:46Z
4d103cd5-10aa-4be1-bfc3-b319df73c668,Keith,Wells,Fleet Manager,keith.wells@sandersmartinezandcross.com,fcd7aaf4-c6c5-43d2-887b-25642c8505f4,007bcc80-5d96-4007-bf17-f5a57ff05096,2022-01-03T02:29:39Z
90b9b905-d035-4412-9db4-fa8dfb23629f,John,Ross,IT Analyst,john.ross@stephenssmallandhernandez.com,a5eaf92d-8fd8-4919-af70-861d55772da0,8f22548a-db98-466c-8d10-38ffc6db35f3,2021-09-29T07:09:55Z
a7e70fd0-d5f5-45a9-8265-01b6b4353fff,George,Chung,Director of Operations,george.chung@graywyattandweeks.com,6c101d00-7992-40bf-8630-8861698e535c,48731197-daa3-41d8-9656-b4fcfd1b9228,2021-08-15T19:55:17Z
afc64d25-fc6e-445f-b7e5-6806ab8b5073,Aaron,Terry,Manager,aaron.terry@caldwellewing.com,32d9d36d-8bb0-4d65-a510-653ece9f60e9,22f0d5f0-bb47-4b16-8032-d60bcd9c15b0,2021-06-19T17:22:00Z
f732b504-5c64-45b0-87b7-2700c4a326c0,Kristin,Young,IT Analyst,kristin.young@collinsltd.com,300a2211-6087-4e88-887c-de1472b8c772,627182d9-91d4-46d9-bc38-89dbaaaf35ff,2021-10-07T20:11:40Z
a8114e53-edd3-426c-9281-53951be5e222,Gabrielle,Mcguire,Technician,gabrielle.mcguire@lopezplc.com,e8e750f1-cea1-4602-93a3-9cc56abb2a01,2e6dad4e-edad-4d2a-9e13-827e8fe32fbd,2021-06-13T16:15:05Z
b2179e18-877b-4ebd-bb46-5036edd5a8bf,Nancy,Arellano,Driver,nancy.arellano@wilkinsonllc.com,68c976ec-7128-4cff-ab06-126710b7f30e,3db71d41-f578-4986-ad06-1865cc922138,2021-05-26T21:20:30Z
675c32da-b9c5-44af-8b3e-7bef5fc3183e,Jacqueline,Massey,Owner,jacqueline.massey@watersdavis.com,eb29f438-9a20-41d1-a024-c9a7abc3f00b,e4921ca0-45a9-4020-bdb5-62614117230b,2021-05-11T14:22:57Z
84ac34b3-8c88-4660-8e57-0f935e07c672,James,Pineda,Driver,james.pineda@scottphillipsandacosta.com,241efe57-c6cf-4468-a6c0-b5e5d2af8a02,6d466e74-ef51-4e87-bd13-53f515209759,2022-01-16T06:42:41Z
7760b7b8-006c-4261-a502-e9e11867c5f0,Kevin,Smith,Driver,kevin.smith@dunnmcguire.com,a7798ee5-00ce-4a78-ac61-c7fc9e8d8f51,0590bf15-ca85-4ed0-aaf2-c5f6688c4c92,2021-07-13T02:36:58Z
a504f69f-0364-4f32-acb7-088c720df50f,Savannah,Mcdonald,Director of Operations,savannah.mcdonald@chavezhartmanandowens.com,938fff73-3e10-4ae1-95cf-47ce01f5ad16,7dad90be-0426-4867-9136-ca570bc7fb34,2021-12-15T02:53:47Z
1a79a457-7746-4dcf-8a4e-82b85e832895,Martha,Fritz,Technician,martha.fritz@sullivansmithandgeorge.com,10c14682-461c-415c-b179-e769c022367f,9ce15a05-7b78-4e7b-a914-654aa5746e58,2021-06-10T04:37:02Z
674366b8-9414-47eb-9f8d-7c1c4a280992,Erin,Peters,Manager,erin.peters@alexanderllc.com,e9b763a0-38f3-4d65-9792-8ca63e2254e5,d3129341-eeb6-4a59-a04e-cc306ddf888e,2021-07-26T16:41:24Z
965f3637-181e-4172-b933-5e3a751ee585,Caitlin,Cooley,Fleet Manager,caitlin.cooley@housemarquezandmckenzie.com,feffa969-4aa8-4b19-96c7-0fed622a7433,0c4bba6f-ea4d-479d-9bcb-4baec7732cc8,2022-01-30T12:01:03Z
67c4a7f7-21ef-471b-a8f7-d18780d46298,Kara,Smith,IT Analyst,kara.smith@websterrichards.com,d69b8a58-3d85-493c-a468-e247b4cd7ce9,ef33acd3-d37a-4b23-b276-4aaecab200ee,2021-05-26T09:52:27Z
72491f22-39fd-4643-86b7-401fc86b7124,Benjamin,Davis,Driver,benjamin.davis@hughesgroup.com,4f2d815f-c91d-4b5f-ad1e-be0b7ab37d3e,ef22abc1-22cc-44ba-be07-f5ea2e971f11,2022-01-17T03:00:12Z
473c881f-afa3-48f1-b1c1-839e66377f57,Bryan,Bauer,IT Analyst,bryan.bauer@elliottinc.com,8bd39c54-5bf7-4c6c-9d2e-91ed7fc96c34,5711c2ab-3d98-41c0-9bb4-74f0bfaa1dc4,2022-03-21T14:44:48Z
9f2aad14-ac77-49dc-9b7c-55fbe8638314,Christopher,Duncan,Driver,christopher.duncan@walkerrosalesandlopez.com,15e3d171-6fc0-41a1-8f32-0ad6d3b58a51,2c1bc363-cca0-440b-931b-668c806a68e1,2021-08-09T16:05:03Z
17cf5c34-2f5a-4099-9f73-335659b167cf,Justin,Wilson,Administrative Assistant,justin.wilson@brownllc.com,5384dc48-8a0e-4d84-88e2-cdaafc51c17f,da788a64-d69c-457f-80b8-380c8434b2b0,2021-07-18T08:00:05Z
7bc2751c-ad98-4db0-ac71-4de69fe51a14,Diane,Nash,IT Analyst,diane.nash@silvacarter.com,dfe51083-ab5d-45ef-af0c-1c6c10aa8436,b3df21e1-1579-4d30-a34b-f28f5d88e97e,2022-01-27T17:26:42Z
2598ffe0-903d-4798-b1cc-367253458d4c,Virginia,Roberts,Administrative Assistant,virginia.roberts@morganwilliams.com,70c31993-35f1-4b2a-bffa-6ca4e31d4372,f0c1f7ed-2b78-44f1-89aa-31418ff61734,2021-08-17T20:19:55Z
26d53e19-1e8e-451d-b84a-2f29982e42f0,Julie,King,Technician,julie.king@ayersltd.com,46f9b01c-b9c5-4348-9335-d8ce8395a92a,82b4b415-fe77-4832-b405-7cf6de4138cf,2022-04-06T00:55:05Z
0d3fc53a-2347-41be-8356-207f9977ece9,Cynthia,Smith,IT Analyst,cynthia.smith@christianboyer.com,59a58faa-4a6d-44cc-a55e-a85ca9a39ccc,7f492124-10d4-47c9-b70a-545ee09a680a,2022-01-10T15:07:41Z
aa1746db-3be3-4d04-aef1-56af8d9cee38,Dustin,Davis,CEO,dustin.davis@adamsharrisonandfisher.com,b4bbc1dd-c90a-4952-baa6-4231b5063c26,34f7b266-5b44-4b66-a004-b98f4760f156,2021-06-17T03:51:16Z
81eb74f3-cceb-4694-804c-9be9d64eedf8,Mark,Miller,Director of Operations,mark.miller@hamiltonmooreandwright.com,fd5f05e9-f48b-4c09-bc81-9378f18ea117,c0c2332f-6fb2-4905-a73d-fad73808e0f8,2021-11-24T03:36:27Z
542bc2f3-3256-4715-9f30-376948c50d44,Kyle,Young,CEO,kyle.young@guzmanmorales.com,0111fdf9-9dfa-415c-bed6-dc515202c38f,90fe7e5b-087f-4ef9-9dab-b7d9dcbd2a9a,2022-02-13T22:25:34Z
d98494cd-021b-41a7-adac-013a3e99dd6a,Chad,Gregory,Administrative Assistant,chad.gregory@santosbrewerandgilbert.com,a3704a0e-0937-4e88-882f-0c1450915fcb,6b00a3c4-1c29-4fc3-9377-e1d4e1cbab5b,2021-07-29T13:50:49Z
29ef34b6-9ad7-497a-986a-9261380046c0,Thomas,Washington,Driver,thomas.washington@chapmansmithandscott.com,c0e6cccd-6bac-406a-8c6e-84d44402c7aa,5b384de4-ea06-47b2-bc09-5306216e355e,2022-03-02T02:39:08Z
0749f30c-a7eb-4e0f-bed8-36fe21eef1aa,Shannon,Patterson,Driver,shannon.patterson@bestjohnsonandcalderon.com,fef342bd-811c-43c7-8fd3-dba184f0ce26,eb575ae7-1758-41c9-b333-d0138ec1025f,2021-12-27T14:37:01Z
591620dc-b852-449a-8efa-c8ec4d1775fb,Michelle,Owens,Driver,michelle.owens@morrishart.com,8a42e737-6f9f-4c72-aefd-f35de2c2bb6c,fb0bcec0-9fee-41fb-92ac-585502793843,2021-06-19T02:10:02Z
4fc9baf5-080b-4b33-af83-d9df65b6987d,Maria,White,CEO,maria.white@burnsplc.com,8a878a9b-01ef-4415-9c1b-5d8929d99b65,7181d062-7f53-4ea9-a550-e9e24e632b59,2021-08-25T00:21:22Z
85baff07-c355-413c-b0bc-e0603227c3ae,William,Evans,Director of Operations,william.evans@haasvasquez.com,7c7f4466-c0d0-414d-91bc-1e5dff76768e,4f14f53c-3b0b-4f04-a63b-d5651d53c93b,2021-06-16T21:51:10Z
e3a7ecf5-70f4-4bc1-b873-4d9ad230138a,Walter,Wells,Manager,walter.wells@sandovaloliver.com,7cdf83ad-7507-48de-abfc-651429410ebc,9adb2390-bb26-4d00-a611-100580478feb,2022-01-10T14:51:28Z
b322eca1-4ed3-4764-af83-f2daff1c50a6,William,Alvarez,Operations Manager,william.alvarez@vincentharris.com,99b2f1b3-499a-4923-a926-50a67adfa96f,76da9441-d8da-484a-b0aa-19744414a1f9,2021-05-06T03:47:37Z
32299c40-775c-4d92-b4fb-7b2a56bd0b3c,Stephanie,Oconnor,Director of Operations,stephanie.oconnor@davisbrownandkennedy.com,e9b3f6bd-5823-4164-b5ae-c10103a9dc28,a72e170d-6690-49e4-b708-664b368652ac,2021-05-02T01:33:29Z
0f748023-6a6f-422d-a007-2c1261422f24,Jared,Peck,Fleet Manager,jared.peck@hughesperkinsandduncan.com,4b0c3e5d-4b3b-47a3-b142-1985fd2a0376,0269125b-9b87-49e7-b4bd-fafeb833ae74,2021-11-16T21:01:10Z
1203c06b-3837-4926-a565-d53c657d7c73,Amy,Lewis,IT Analyst,amy.lewis@nealandsons.com,1584a027-f1f4-4c96-a61d-38c8efadb685,0931f4cb-e6ae-4e19-8d06-45c87afefa85,2021-06-18T02:08:26Z
0a415dfb-4e9f-430a-b3b4-9617d4356c5b,Thomas,Mclean,Director of Operations,thomas.mclean@griffinllc.com,88cbb26f-5542-4146-9a74-de45a5a17399,121144a9-9d48-482c-b437-53f6524cc11b,2021-08-30T17:31:56Z
f031d7f6-6a7f-43d2-807f-711eefad0461,Michael,Cabrera,IT Analyst,michael.cabrera@silvasanders.com,686a258c-719b-41f7-bb43-22fbf071433a,b1957a48-5fd7-4320-8ba7-7bb6d3be29b5,2021-11-10T08:15:29Z
ab20554e-cd25-46e5-964f-4b340faf3991,Crystal,Green,CEO,crystal.green@arnoldinc.com,3dca0a8e-4446-447c-9858-c3381aded6e0,c44e9e5b-c446-4594-8ce2-2fe422254d1f,2021-12-18T20:42:13Z
ba77e3e1-760a-4d93-883e-516827200830,Marc,Sandoval,Technician,marc.sandoval@washingtonwilson.com,8ad776fe-abf1-4ad2-8d02-5add336bb84b,80c6ffb6-af49-4f2c-a036-ea414bec399b,2021-06-04T02:14:35Z
1c705c9c-78e5-44d7-8fe2-698f31cd434b,Misty,Miller,Fleet Manager,misty.miller@mendozawatts.com,25a91186-2cf7-4c2c-a107-172f256c5532,bd80d91c-8ec1-49d4-859c-9a5c99564ab1,2021-07-01T10:22:05Z
769266c2-e958-41cf-9a5a-aa50e573292d,Jacob,Gross,Technician,jacob.gross@millerdiazandgraves.com,6251a45c-81c2-47f1-8295-6aee0689988f,f78b0622-e43e-49a2-bc78-7dce21a4f16a,2021-05-05T02:27:56Z
2fca7cae-1485-49ed-b736-2a872947d1fb,Frederick,Murphy,Operations Manager,frederick.murphy@vaughngarcia.com,6e9cf8e7-1925-49ad-b24e-06722f049c2c,4af7f23b-7fba-4a5c-ba6c-8aa4b004cda9,2022-01-11T05:08:15Z
0da30c8a-5bea-45aa-bf10-76d723dc6a70,Justin,Cox,Operations Manager,justin.cox@colemanbrandt.com,13acf1f7-cce0-4dc2-8149-99d5831427a8,329c7db7-a4c8-438c-8c23-0c50b66e83a2,2021-09-13T14:35:30Z
097bf303-1d1c-4f58-b261-bc449e9a700b,Rachel,Robertson,Manager,rachel.robertson@carrollandrewsandjohnson.com,38778397-bbf7-4656-89c8-77e6006edfc3,feb0169a-5615-4d46-99f0-60b662becb33,2021-11-07T20:30:23Z
87e79753-654b-4ad0-9b15-7b1b367ac58a,Jessica,Lawrence,CEO,jessica.lawrence@doyleinc.com,b19e074b-91c0-4676-9929-c81d1d04c181,ce83c518-394b-48af-8453-1d80b088a08f,2021-11-12T02:35:47Z
51e3d06b-ffb9-4cda-a797-421abdfbce99,Michele,Anderson,IT Director,michele.anderson@archerjordanandporter.com,7b4701c1-d13d-439a-8cff-f8426b6123e2,215f4a81-bdf1-4e51-b270-6a3902ab6024,2022-03-04T22:00:41Z
89fe5dff-ce68-407d-90d2-41bbf7f16492,Veronica,Hobbs,IT Director,veronica.hobbs@grantbergandadams.com,c4d562b5-fa71-4bb4-8895-5e21490716fe,3a093a28-7813-40ca-8b36-6eef92a803fe,2021-05-08T16:51:46Z
fc2cf175-535d-4e9e-973e-324e23130490,Teresa,Perez,Fleet Manager,teresa.perez@maldonadocurtisandallen.com,ba87b17c-0c32-42b1-8821-a7c6a06af616,ebefc96b-a299-4161-9b71-244633f9ac86,2021-12-11T08:44:07Z
8f2d86f1-da1a-4038-9279-9c9935bf33d7,Blake,Garcia,IT Analyst,blake.garcia@hortoninc.com,a041be7a-8a2c-4eb9-9ae2-e1a507cb7789,471256ef-bb2e-4196-8425-edbf9f841113,2022-02-09T10:57:54Z
1fd32245-67e2-4595-a1fc-b4b6c4de5604,Preston,Johnson,Manager,preston.johnson@rasmussenltd.com,a8e13790-db63-4e21-99cd-c17251711692,89fcf8ce-480b-434f-be1b-acea15f0751e,2022-03-23T14:28:05Z
d97e7b09-8de6-4970-8946-b26014af6974,John,Armstrong,Administrative Assistant,john.armstrong@bakerreyes.com,5e9a0f38-ba2a-49c5-9517-98dd183bbbfe,1cf0da9d-41ca-42ee-aace-c907f051802b,2021-07-26T02:02:14Z
39e06d7a-f4b6-439c-bd1b-e9f9c656ae1f,Hector,Ware,Administrative Assistant,hector.ware@ramirezrobbins.com,6a1eeb6e-1abe-40c3-b867-238bea609f51,49811e75-288e-45a6-b73e-60dd96f0a57c,2022-01-20T20:17:01Z
cf2b80f5-d2ac-4fca-94f0-9dddfdcd139e,Michael,Brown,IT Director,michael.brown@aguilardavisandsnyder.com,f838b3ae-cdce-48cc-91b0-854c2aa39706,a423f6e7-0a67-421d-9235-a3338dcba2fb,2022-01-29T03:23:16Z
1b837572-8c04-458d-9513-7fe81f3ebeee,Ashley,Richardson,Fleet Manager,ashley.richardson@hoffmanandsons.com,574b0196-afa2-45f8-9a7b-ae7fb3a5a9eb,d6b96cf6-c651-4003-8617-13a2964e0c50,2022-04-07T22:43:39Z
d22cea79-0705-44eb-bd90-a5df0dbdf3e2,Nichole,Chambers,Owner,nichole.chambers@fernandezandsons.com,dc99c586-a130-4124-90ea-6925305064b0,103c7ce4-2b81-453d-a3a9-66269aa8c20d,2022-01-14T10:21:38Z
6e3f88b0-a0cb-4de9-9e25-70d86e742bf5,Ashley,Black,CEO,ashley.black@crosssanchez.com,41f898b1-4ae8-4ed6-b08c-3b203b906390,6e6d7715-ff21-43e4-b108-a241b77cc3a0,2021-11-28T11:08:32Z
489ae454-927c-4383-80b8-d01c3d585117,Cynthia,Miller,Administrative Assistant,cynthia.miller@woodardperkinsanddavid.com,65ac8a56-e191-4fb1-a506-9dcc13dd8da1,5df4ed0c-0599-4fd0-987d-2adc2ef37bd1,2021-07-12T18:29:35Z
f3c5f925-beb0-49dd-922b-2d1d47933ec6,Misty,Espinoza,IT Director,misty.espinoza@wilsonburton.com,4120dbba-ad53-4643-a5f2-fb51ff9ad595,f107010e-3a9f-4764-a864-6c9e292add69,2021-12-04T07:33:37Z
f56f6438-8839-4619-a9a5-423490e16ebb,Willie,Medina,Manager,willie.medina@smithgibbsandjohnson.com,335107c1-6b35-4a1b-883d-9e4436deeef4,93f84f2d-f657-4309-bf71-858c70886841,2021-06-29T01:25:14Z
e60ca743-e193-4798-bc21-6f3ecb953ee1,Drew,Cunningham,Manager,drew.cunningham@hardyfowlerandlynch.com,7ffa340d-2e70-4287-af77-cfdc8d220cd7,bca5bfaa-7ed3-40cf-9d27-edf3d64aaac8,2021-06-06T23:34:37Z
d21e2597-2dcb-4a23-93d0-2dca5ffc97b2,Dean,Parker,Administrative Assistant,dean.parker@nortonwalsh.com,f8f22d9e-22b4-4b75-bc2a-f36a4335a01c,62f99ecb-9108-4978-a81b-103e33f6fdd7,2021-07-01T05:57:21Z
777dd25b-d478-48ec-a012-a957232d3be5,Jessica,Padilla,CEO,jessica.padilla@gomezroberts.com,3734feb9-e274-4456-89ff-f30c1a555f51,769f4a4a-b5fa-453d-8edb-df1bfcd354ae,2021-07-17T01:45:56Z
a668fa86-b59c-4a7a-9e9f-99891429f08f,Haley,Austin,Manager,haley.austin@smithjohnsonandhines.com,a96380b7-b190-4004-8488-d5357d4be451,8cc4710c-b214-40d9-9b74-2dfb7a2104fb,2021-05-25T20:29:13Z
9d178204-f6f7-4d25-8ec1-a351157197b9,Joseph,Ward,Director of Operations,joseph.ward@rogerssaundersandleach.com,12432a78-434c-48cb-9caf-407444be17c1,dda662ed-4e4a-40cb-80e5-49731464ad2a,2022-02-07T02:53:37Z
15f3f9c7-e60b-4eb2-b783-0b4c9aa96943,Jason,Levine,Manager,jason.levine@jacksonjohnstonandmurphy.com,7df5e91b-1c86-4672-8925-e197c9f98594,64d12019-b201-45b4-b201-5994ba7d4e67,2022-02-20T16:04:27Z
290bb31f-a418-4119-89d4-429d345fee1b,Teresa,Coleman,IT Analyst,teresa.coleman@cookwilson.com,691abaee-5ab0-4a0f-9890-1abd54ab5183,c7b2104a-7344-46e6-9c54-a1b133b53713,2021-06-11T08:19:40Z
a3bc216b-1b7f-4166-aaf4-d34e654f3558,Diana,Wilson,Administrative Assistant,diana.wilson@smithanthonyandspencer.com,68bae430-9345-4c86-a4d5-94910d634333,57cb2369-441e-45f1-9ee5-857985d178f5,2021-10-24T01:04:04Z
ec45b322-6433-4daf-af0b-3511fcc42801,Joshua,Forbes,Driver,joshua.forbes@allenwilsonandgray.com,b70f0e75-c3d0-45fb-bf32-680f6f94dbd9,5506d737-9466-4d5f-b0c0-809de7397601,2021-08-30T09:57:48Z
c5391a59-ee45-4a8d-961e-f9be7035efaf,Philip,Dominguez,Administrative Assistant,philip.dominguez@kelleyllc.com,1358bc0d-aa05-4367-8cfa-0b7503e8400e,69b5207a-1e41-4371-8b99-9fc90073994a,2021-10-21T19:40:03Z
edb85298-a1c1-49f7-a6ee-cd1211e66257,Kristine,Moon,IT Director,kristine.moon@espinozatranandjones.com,8d76deab-7119-45f5-bf56-d7ed3d8ee729,ac11185f-b865-42a5-897e-393420932edd,2021-08-17T09:27:37Z
9fbc0e67-0a67-4fd7-854f-3a6962adc54d,Jennifer,Sanchez,Director of Operations,jennifer.sanchez@woodavery.com,49d6b626-2b4b-42cf-8322-e96e61536c0d,3b5329c5-61e1-44c1-8798-2ccbe8d0f9af,2021-10-24T17:45:19Z
ff5a4ce6-d466-447c-bda7-2d2905925e99,Jessica,Valdez,Director of Operations,jessica.valdez@riveraschroeder.com,687c2493-57df-4484-8396-33ac6ae3bee8,dab0c6c2-7785-4f2c-b464-64d40f6ed199,2021-08-07T07:25:32Z
31714aa4-4bd0-4572-b350-14c3b79f6837,Robin,Lewis,Owner,robin.lewis@leeabbott.com,dca0daa3-56b3-49c5-b92b-e98f8b60a040,51ddfdfb-bf0c-4993-9bee-62271c78d70a,2021-11-13T14:08:49Z
1c6c87ea-2c7c-4dda-bd01-6aa6b7255296,Timothy,Smith,IT Analyst,timothy.smith@castrobakerandfloyd.com,26cf812c-3535-40d7-afab-fd8593a09eca,ceb2f677-8d45-433c-b3f0-46d306f1f39b,2021-08-27T14:34:35Z
c8bb1e83-e727-4506-94e4-99726993c00c,Mike,Bennett,Fleet Manager,mike.bennett@williamshowardandprice.com,f0b89e70-74fc-4f3f-ba64-a761b0f9739e,3dd6ae86-2a48-42df-bbf7-32346595222c,2021-12-10T09:42:01Z
66283b0e-57c5-4888-aa45-607ee9995286,Melanie,Jensen,Administrative Assistant,melanie.jensen@garrettwaters.com,359003a6-f6a0-40ef-842c-e5f9cd24163a,4491a76a-2822-4d89-b2c6-b76a37081df0,2021-12-04T00:55:12Z
b21fdf81-f04f-4023-8b5e-9d2af2e542ae,Michael,Anthony,Director of Operations,michael.anthony@ellisongroup.com,3ecef2c7-0059-40a5-9e4f-bfa1f4f6619c,cd322f70-e1b5-4ebd-9a56-a35bc6177870,2022-01-10T13:46:58Z
4ace109e-5f3d-4d3a-9374-33133defd54e,Jacqueline,Conway,Administrative Assistant,jacqueline.conway@melendezinc.com,558f78f6-8273-48b2-932c-36ef5743eefd,f94c1ac6-d5e4-46a8-a033-7879e2cb259a,2021-09-09T08:12:53Z
a7034d8e-47cf-49f3-af04-f89180f0ee4b,Jason,Logan,Technician,jason.logan@smithwilliamsanddrake.com,77e6a9da-171e-4746-bba5-e68eb921028f,5f0d3cc2-b397-440f-8e92-a49973937be9,2021-05-21T11:11:11Z
be720316-351c-4b9b-b857-7da49c3f3594,Tim,King,CEO,tim.king@greeneandsons.com,7afaccb2-5b18-4ac6-b1cd-3df61f6151ef,ed038fca-e09d-4a69-be8c-9903142a367e,2022-03-29T19:21:54Z
d151de2b-53f4-4391-844f-361b931c0829,Kevin,Shea,Technician,kevin.shea@rayplc.com,b0690951-5835-4c1d-bbf5-c3a6c9e51e6a,0cac63e8-b543-4204-ba9e-f6a598a141e2,2021-08-07T22:34:44Z
99d0d5f3-0f0d-49dd-bbb3-c6bc67594d63,Amy,Sims,IT Analyst,amy.sims@whitethompson.com,ed6f2f9c-7d1f-4a60-8043-87db8775a87d,4db33f8d-8176-4180-bf1d-b0f02c3cf115,2022-01-09T13:11:08Z
de0c8b7e-3c34-4f4d-a370-a7ecb0d04cbd,Erica,Bailey,Technician,erica.bailey@thompsonwilliamsandbates.com,305ffe8d-b317-44ea-8e9a-73922b841e0c,a661de0f-c3ae-4d86-882e-879f69770943,2022-02-06T12:23:37Z
f842fd75-6bbe-4b45-9796-3133316f8f95,Franklin,Walker,IT Analyst,franklin.walker@nashbondandherrera.com,d14f84b2-372a-4767-9e37-bb60ad83dad3,f4c0aa01-aabe-4575-97b9-16d3a5f87d5b,2022-02-03T12:43:48Z
aa160c84-4dc2-4877-a9af-99cd5cf658c8,David,Sharp,Owner,david.sharp@fosterzimmerman.com,0906667b-6721-4a15-a45a-e8627f4c1554,0316cf75-d3e0-4410-acbb-7dbae833e621,2021-09-30T00:14:03Z
67e1b2d6-96ee-4cbb-b1d4-f51355bab886,Rachel,Walsh,Technician,rachel.walsh@mckinneyltd.com,8da1b169-bdcc-4290-afa3-a028f829ea25,f7cc3f1b-3a7f-4160-bc3a-5e58fc3b9de4,2021-09-27T16:54:29Z
5b961e81-fe55-4427-b9c0-d95740c27302,John,Cox,Operations Manager,john.cox@johnstonbryan.com,71907979-2743-4f3a-a1b6-3724f69dfab5,44b3b83f-d17f-4f72-9f64-17ae66adb9cd,2022-04-16T11:37:09Z
